form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,paradigm_tag,overabundance_tag,source,page,language_id
tedim296,pai²,3.pl.fut.neg,a² pai² kei¹ diːŋ¹ hiː³,a² Σ kei¹ diːŋ¹ hiː³,a²+Σ+kei¹+diːŋ¹+hiː³,a ³ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ³ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim297,pai²,3.pl.fut.neg,a² pai² kei¹ diːŋ¹ uʔ³ hiː³,a² Σ kei¹ diːŋ¹ uʔ³ hiː³,a²+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ³ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ³ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim298,pai²,3.pl.fut.neg,a² pai² lou³ diːŋ¹ hiː³,a² Σ lou³ diːŋ¹ hiː³,a²+Σ+lou³+diːŋ¹+hiː³,a ³ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ³ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim299,pai²,3.pl.fut.neg,a² pai² lou³ diːŋ¹ uʔ³ hiː³,a² Σ lou³ diːŋ¹ uʔ³ hiː³,a²+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ³ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ³ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim300,mu:³,3.sg.1.sg.fut.neg,hoŋ¹-mu³ kei¹ in²teʔ¹,hoŋ¹-Σ kei¹ in²teʔ¹,hoŋ¹+Σ+kei¹+in²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ i n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim301,mu:³,3.sg.1.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim302,mu:³,3.sg.1.sg.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim303,mu:³,3.sg.1.sg.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim304,mu:³,3.sg.1.pl.excl.fut.neg,hoŋ¹-mu³ kei¹ in²teʔ¹,hoŋ¹-Σ kei¹ in²teʔ¹,hoŋ¹+Σ+kei¹+in²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ i n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim305,mu:³,3.sg.1.pl.incl.fut.neg,hoŋ¹-mu³ kei¹ in²teʔ¹,hoŋ¹-Σ kei¹ in²teʔ¹,hoŋ¹+Σ+kei¹+in²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ i n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim306,mu:³,3.sg.1.pl.excl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim307,mu:³,3.sg.1.pl.incl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim308,mu:³,3.sg.1.pl.excl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim309,mu:³,3.sg.1.pl.excl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim310,mu:³,3.sg.1.pl.incl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim311,mu:³,3.sg.1.pl.incl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim312,mu:³,3.pl.1.sg.fut.neg,hoŋ¹-mu³ kei¹ un²teʔ¹,hoŋ¹-Σ kei¹ un²teʔ¹,hoŋ¹+Σ+kei¹+un²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ u n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim313,mu:³,3.pl.1.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim314,mu:³,3.pl.1.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹ uʔ³,hoŋ¹-Σ lou³ diːŋ¹ uʔ³,hoŋ¹+Σ+lou³+diːŋ¹+uʔ³,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim315,mu:³,3.pl.1.sg.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim316,mu:³,3.pl.1.sg.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim317,mu:³,3.pl.1.sg.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim318,mu:³,3.pl.1.sg.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim319,mu:³,3.pl.1.pl.excl.fut.neg,hoŋ¹-mu³ kei¹ un²teʔ¹,hoŋ¹-Σ kei¹ un²teʔ¹,hoŋ¹+Σ+kei¹+un²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ u n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim320,mu:³,3.pl.1.pl.incl.fut.neg,hoŋ¹-mu³ kei¹ un²teʔ¹,hoŋ¹-Σ kei¹ un²teʔ¹,hoŋ¹+Σ+kei¹+un²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ u n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim321,mu:³,3.pl.1.pl.excl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim322,mu:³,3.pl.1.pl.excl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹ uʔ³,hoŋ¹-Σ lou³ diːŋ¹ uʔ³,hoŋ¹+Σ+lou³+diːŋ¹+uʔ³,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim323,mu:³,3.pl.1.pl.incl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim324,mu:³,3.pl.1.pl.incl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹ uʔ³,hoŋ¹-Σ lou³ diːŋ¹ uʔ³,hoŋ¹+Σ+lou³+diːŋ¹+uʔ³,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim325,mu:³,3.pl.1.pl.excl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim326,mu:³,3.pl.1.pl.excl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim327,mu:³,3.pl.1.pl.excl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim328,mu:³,3.pl.1.pl.excl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim329,mu:³,3.pl.1.pl.incl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim330,mu:³,3.pl.1.pl.incl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim331,mu:³,3.pl.1.pl.incl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim332,mu:³,3.pl.1.pl.incl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim333,mu:³,3.sg.2.sg.fut.neg,hoŋ¹-mu³ kei¹ in²teʔ¹,hoŋ¹-Σ kei¹ in²teʔ¹,hoŋ¹+Σ+kei¹+in²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ i n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim334,mu:³,3.sg.2.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim335,mu:³,3.sg.2.sg.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim336,mu:³,3.sg.2.sg.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim337,mu:³,3.sg.2.pl.fut.neg,hoŋ¹-mu³ kei¹ in²teʔ¹,hoŋ¹-Σ kei¹ in²teʔ¹,hoŋ¹+Σ+kei¹+in²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ i n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim338,mu:³,3.sg.2.pl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim339,mu:³,3.sg.2.pl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim340,mu:³,3.sg.2.pl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim341,mu:³,3.pl.2.sg.fut.neg,hoŋ¹-mu³ kei¹ un²teʔ¹,hoŋ¹-Σ kei¹ un²teʔ¹,hoŋ¹+Σ+kei¹+un²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ u n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim342,mu:³,3.pl.2.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim343,mu:³,3.pl.2.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹ uʔ³,hoŋ¹-Σ lou³ diːŋ¹ uʔ³,hoŋ¹+Σ+lou³+diːŋ¹+uʔ³,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim344,mu:³,3.pl.2.sg.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim345,mu:³,3.pl.2.sg.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim346,mu:³,3.pl.2.sg.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim347,mu:³,3.pl.2.sg.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim348,mu:³,3.pl.2.pl.fut.neg,hoŋ¹-mu³ kei¹ un²teʔ¹,hoŋ¹-Σ kei¹ un²teʔ¹,hoŋ¹+Σ+kei¹+un²teʔ¹,h o ŋ ⁵ Σ k ei ⁵ u n ³ t e ʔ ⁵,h o ŋ ⁵ + Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim349,mu:³,3.pl.2.pl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim350,mu:³,3.pl.2.pl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹ uʔ³,hoŋ¹-Σ lou³ diːŋ¹ uʔ³,hoŋ¹+Σ+lou³+diːŋ¹+uʔ³,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim351,mu:³,3.pl.2.pl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim352,mu:³,3.pl.2.pl.fut.neg,a³ hoŋ¹-mu³ kei¹ diːŋ¹ uʔ³ hiː³,a³ hoŋ¹-Σ kei¹ diːŋ¹ uʔ³ hiː³,a³+hoŋ¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,a ¹ h o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim353,mu:³,3.pl.2.pl.fut.neg,a³ hoŋ¹-mu³ lou³ diːŋ¹ hiː³,a³ hoŋ¹-Σ lou³ diːŋ¹ hiː³,a³+hoŋ¹+Σ+lou³+diːŋ¹+hiː³,a ¹ h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ¹ + h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
