form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,paradigm_tag,overabundance_tag,source,page,language_id
tedim228,mu:³,1.pl.excl.3.pl.fut.neg,ka¹ mu³ kei¹ diːŋ¹ hiː³,ka¹ Σ kei¹ diːŋ¹ hiː³,ka¹+Σ+kei¹+diːŋ¹+hiː³,k a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,k a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim229,mu:³,1.pl.excl.3.pl.fut.neg,ka¹ mu³ kei¹ diːŋ¹ uʔ³ hiː³,ka¹ Σ kei¹ diːŋ¹ uʔ³ hiː³,ka¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,k a ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,k a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim230,mu:³,1.pl.excl.3.pl.fut.neg,ka¹ mu³ lou³ diːŋ¹ hiː³,ka¹ Σ lou³ diːŋ¹ hiː³,ka¹+Σ+lou³+diːŋ¹+hiː³,k a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,k a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim231,mu:³,1.pl.excl.3.pl.fut.neg,ka¹ mu³ lou³ diːŋ¹ uʔ³ hiː³,ka¹ Σ lou³ diːŋ¹ uʔ³ hiː³,ka¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,k a ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,k a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim232,mu:³,1.pl.incl.3.pl.fut.neg,i¹ mu³ kei¹ diːŋ¹ hiː³,i¹ Σ kei¹ diːŋ¹ hiː³,i¹+Σ+kei¹+diːŋ¹+hiː³,i ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,i ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim233,mu:³,1.pl.incl.3.pl.fut.neg,i¹ mu³ lou³ diːŋ¹ hiː³,i¹ Σ lou³ diːŋ¹ hiː³,i¹+Σ+lou³+diːŋ¹+hiː³,i ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,i ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim234,pai²,2.sg.fut.neg,pai² kei¹ ni¹teʔ³,Σ kei¹ ni¹teʔ³,Σ+kei¹+ni¹+teʔ³,Σ k ei ⁵ n i ⁵ t e ʔ ¹,Σ + k ei ⁵ + n i ⁵ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim235,pai²,2.sg.fut.neg,pai² lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim236,pai²,2.sg.fut.neg,na² pai² kei¹ diːŋ¹ hiː³,na² Σ kei¹ diːŋ¹ hiː³,na²+Σ+kei¹+diːŋ¹+hiː³,n a ³ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n a ³ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim237,pai²,2.sg.fut.neg,na² pai² lou³ diːŋ¹ hiː³,na² Σ lou³ diːŋ¹ hiː³,na²+Σ+lou³+diːŋ¹+hiː³,n a ³ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n a ³ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim238,pai²,2.pl.fut.neg,pai² kei¹ nu¹teʔ³,Σ kei¹ nu¹teʔ³,Σ+kei¹+nu¹teʔ³,Σ k ei ⁵ n u ⁵ t e ʔ ¹,Σ + k ei ⁵ + n u ⁵ t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim239,pai²,2.pl.fut.neg,pai² lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim240,pai²,2.pl.fut.neg,pai² lou³ diːŋ¹ uʔ³,Σ lou³ diːŋ¹ uʔ³,Σ+lou³+diːŋ¹+uʔ³,Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim241,pai²,2.pl.fut.neg,na² pai² kei¹ diːŋ¹ hiː³,na² Σ kei¹ diːŋ¹ hiː³,na²+Σ+kei¹+diːŋ¹+hiː³,n a ³ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n a ³ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim242,pai²,2.pl.fut.neg,na² pai² kei¹ diːŋ¹ uʔ³ hiː³,na² Σ kei¹ diːŋ¹ uʔ³ hiː³,na²+Σ+kei¹+diːŋ¹+uʔ³+hiː³,n a ³ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n a ³ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim243,pai²,2.pl.fut.neg,na² pai² lou³ diːŋ¹ hiː³,na² Σ lou³ diːŋ¹ hiː³,na²+Σ+lou³+diːŋ¹+hiː³,n a ³ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n a ³ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim244,pai²,2.pl.fut.neg,na² pai² lou³ diːŋ¹ uʔ³ hiː³,na² Σ lou³ diːŋ¹ uʔ³ hiː³,na²+Σ+lou³+diːŋ¹+uʔ³+hiː³,n a ³ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n a ³ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim245,mu:³,2.sg.1.sg.fut.neg,hoŋ¹-muː³ kei¹ ni¹teʔ³,hoŋ¹-Σ kei¹ ni¹teʔ³,hoŋ¹+Σ+kei¹+ni¹+teʔ³,h o ŋ ⁵ Σ k ei ⁵ n i ⁵ t e ʔ ¹,h o ŋ ⁵ + Σ + k ei ⁵ + n i ⁵ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim246,mu:³,2.sg.1.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim247,mu:³,2.sg.1.sg.fut.neg,noŋ¹-mu³ kei¹ diːŋ¹ hiː³,noŋ¹-Σ kei¹ diːŋ¹ hiː³,noŋ¹+Σ+kei¹+diːŋ¹+hiː³,n o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim248,mu:³,2.sg.1.sg.fut.neg,noŋ¹-mu³ lou³ diːŋ¹ hiː³,noŋ¹-Σ lou³ diːŋ¹ hiː³,noŋ¹+Σ+lou³+diːŋ¹+hiː³,n o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim249,mu:³,2.sg.1.pl.excl.fut.neg,hoŋ¹-muː³ kei¹ ni¹teʔ³,hoŋ¹-Σ kei¹ ni¹teʔ³,hoŋ¹+Σ+kei¹+ni¹+teʔ³,h o ŋ ⁵ Σ k ei ⁵ n i ⁵ t e ʔ ¹,h o ŋ ⁵ + Σ + k ei ⁵ + n i ⁵ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim250,mu:³,2.sg.1.pl.excl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim251,mu:³,2.sg.1.pl.excl.fut.neg,noŋ¹-mu³ kei¹ diːŋ¹ hiː³,noŋ¹-Σ kei¹ diːŋ¹ hiː³,noŋ¹+Σ+kei¹+diːŋ¹+hiː³,n o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim252,mu:³,2.sg.1.pl.excl.fut.neg,noŋ¹-mu³ lou³ diːŋ¹ hiː³,noŋ¹-Σ lou³ diːŋ¹ hiː³,noŋ¹+Σ+lou³+diːŋ¹+hiː³,n o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim253,mu:³,2.pl.1.sg.fut.neg,hoŋ¹-mu³ kei¹ nuʔ¹teʔ³,hoŋ¹-Σ kei¹ nuʔ¹teʔ³,hoŋ¹+Σ+kei¹+nuʔ¹teʔ³,h o ŋ ⁵ Σ k ei ⁵ n u ʔ ⁵ t e ʔ ¹,h o ŋ ⁵ + Σ + k ei ⁵ + n u ʔ ⁵ t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim254,mu:³,2.pl.1.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim255,mu:³,2.pl.1.sg.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹ uʔ³,hoŋ¹-Σ lou³ diːŋ¹ uʔ³,hoŋ¹+Σ+lou³+diːŋ¹+uʔ³,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim256,mu:³,2.pl.1.sg.fut.neg,noŋ¹-mu³ kei¹ diːŋ¹ hiː³,noŋ¹-Σ kei¹ diːŋ¹ hiː³,noŋ¹+Σ+kei¹+diːŋ¹+hiː³,n o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim257,mu:³,2.pl.1.sg.fut.neg,noŋ¹-mu³ kei¹ diːŋ¹ uʔ³ hiː³,noŋ¹-Σ kei¹ diːŋ¹ uʔ³ hiː³,noŋ¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,n o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim258,mu:³,2.pl.1.sg.fut.neg,noŋ¹-mu³ lou³ diːŋ¹ hiː³,noŋ¹-Σ lou³ diːŋ¹ hiː³,noŋ¹+Σ+lou³+diːŋ¹+hiː³,n o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim259,mu:³,2.pl.1.sg.fut.neg,noŋ¹-mu³ lou³ diːŋ¹ uʔ³ hiː³,noŋ¹-Σ lou³ diːŋ¹ uʔ³ hiː³,noŋ¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,n o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim260,mu:³,2.pl.1.pl.excl.fut.neg,hoŋ¹-mu³ kei¹ nuʔ¹teʔ³,hoŋ¹-Σ kei¹ nuʔ¹teʔ³,hoŋ¹+Σ+kei¹+nuʔ¹teʔ³,h o ŋ ⁵ Σ k ei ⁵ n u ʔ ⁵ t e ʔ ¹,h o ŋ ⁵ + Σ + k ei ⁵ + n u ʔ ⁵ t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim261,mu:³,2.pl.1.pl.excl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹,hoŋ¹-Σ lou³ diːŋ¹,hoŋ¹+Σ+lou³+diːŋ¹,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim262,mu:³,2.pl.1.pl.excl.fut.neg,hoŋ¹-mu³ lou³ diːŋ¹ uʔ³,hoŋ¹-Σ lou³ diːŋ¹ uʔ³,hoŋ¹+Σ+lou³+diːŋ¹+uʔ³,h o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,h o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim263,mu:³,2.pl.1.pl.excl.fut.neg,noŋ¹-mu³ kei¹ diːŋ¹ hiː³,noŋ¹-Σ kei¹ diːŋ¹ hiː³,noŋ¹+Σ+kei¹+diːŋ¹+hiː³,n o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim264,mu:³,2.pl.1.pl.excl.fut.neg,noŋ¹-mu³ kei¹ diːŋ¹ uʔ³ hiː³,noŋ¹-Σ kei¹ diːŋ¹ uʔ³ hiː³,noŋ¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,n o ŋ ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n o ŋ ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim265,mu:³,2.pl.1.pl.excl.fut.neg,noŋ¹-mu³ lou³ diːŋ¹ hiː³,noŋ¹-Σ lou³ diːŋ¹ hiː³,noŋ¹+Σ+lou³+diːŋ¹+hiː³,n o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim266,mu:³,2.pl.1.pl.excl.fut.neg,noŋ¹-mu³ lou³ diːŋ¹ uʔ³ hiː³,noŋ¹-Σ lou³ diːŋ¹ uʔ³ hiː³,noŋ¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,n o ŋ ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n o ŋ ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim267,mu:³,2.sg.3.sg.fut.neg,mu³ kei¹ ni¹teʔ³,Σ kei¹ ni¹teʔ³,Σ+kei¹+ni¹+teʔ³,Σ k ei ⁵ n i ⁵ t e ʔ ¹,Σ + k ei ⁵ + n i ⁵ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim268,mu:³,2.sg.3.sg.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim269,mu:³,2.sg.3.sg.fut.neg,na¹ mu³ kei¹ diːŋ¹ hiː³,na¹ Σ kei¹ diːŋ¹ hiː³,na¹+Σ+kei¹+diːŋ¹+hiː³,n a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim270,mu:³,2.sg.3.sg.fut.neg,na¹ mu³ lou³ diːŋ¹ hiː³,na¹ Σ lou³ diːŋ¹ hiː³,na¹+Σ+lou³+diːŋ¹+hiː³,n a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim271,mu:³,2.sg.3.pl.fut.neg,mu³ kei¹ ni¹teʔ³,Σ kei¹ ni¹teʔ³,Σ+kei¹+ni¹+teʔ³,Σ k ei ⁵ n i ⁵ t e ʔ ¹,Σ + k ei ⁵ + n i ⁵ + t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim272,mu:³,2.sg.3.pl.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim273,mu:³,2.sg.3.pl.fut.neg,na¹ mu³ kei¹ diːŋ¹ hiː³,na¹ Σ kei¹ diːŋ¹ hiː³,na¹+Σ+kei¹+diːŋ¹+hiː³,n a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim274,mu:³,2.sg.3.pl.fut.neg,na¹ mu³ lou³ diːŋ¹ hiː³,na¹ Σ lou³ diːŋ¹ hiː³,na¹+Σ+lou³+diːŋ¹+hiː³,n a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim275,mu:³,2.pl.3.sg.fut.neg,mu³ kei¹ nuʔ¹teʔ³,Σ kei¹ nuʔ¹teʔ³,Σ+kei¹+nuʔ¹teʔ³,Σ k ei ⁵ n u ʔ ⁵ t e ʔ ¹,Σ + k ei ⁵ + n u ʔ ⁵ t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim276,mu:³,2.pl.3.sg.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim277,mu:³,2.pl.3.sg.fut.neg,mu³ lou³ diːŋ¹ uʔ³,Σ lou³ diːŋ¹ uʔ³,Σ+lou³+diːŋ¹+uʔ³,Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim278,mu:³,2.pl.3.sg.fut.neg,na¹ mu³ kei¹ diːŋ¹ hiː³,na¹ Σ kei¹ diːŋ¹ hiː³,na¹+Σ+kei¹+diːŋ¹+hiː³,n a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim279,mu:³,2.pl.3.sg.fut.neg,na¹ mu³ kei¹ diːŋ¹ uʔ³ hiː³,na¹ Σ kei¹ diːŋ¹ uʔ³ hiː³,na¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,n a ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim280,mu:³,2.pl.3.sg.fut.neg,na¹ mu³ lou³ diːŋ¹ hiː³,na¹ Σ lou³ diːŋ¹ hiː³,na¹+Σ+lou³+diːŋ¹+hiː³,n a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim281,mu:³,2.pl.3.sg.fut.neg,na¹ mu³ lou³ diːŋ¹ uʔ³ hiː³,na¹ Σ lou³ diːŋ¹ uʔ³ hiː³,na¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,n a ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim282,mu:³,2.pl.3.pl.fut.neg,mu³ kei¹ nuʔ¹teʔ³,Σ kei¹ nuʔ¹teʔ³,Σ+kei¹+nuʔ¹teʔ³,Σ k ei ⁵ n u ʔ ⁵ t e ʔ ¹,Σ + k ei ⁵ + n u ʔ ⁵ t e ʔ ¹,informal,,,Zhou2025Tedim,nopage,tedim
tedim283,mu:³,2.pl.3.pl.fut.neg,mu³ lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim284,mu:³,2.pl.3.pl.fut.neg,mu³ lou³ diːŋ¹ uʔ³,Σ lou³ diːŋ¹ uʔ³,Σ+lou³+diːŋ¹+uʔ³,Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim285,mu:³,2.pl.3.pl.fut.neg,na¹ mu³ kei¹ diːŋ¹ hiː³,na¹ Σ kei¹ diːŋ¹ hiː³,na¹+Σ+kei¹+diːŋ¹+hiː³,n a ⁵ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,optional_plural,Zhou2025Tedim,nopage,tedim
tedim286,mu:³,2.pl.3.pl.fut.neg,na¹ mu³ kei¹ diːŋ¹ uʔ³ hiː³,na¹ Σ kei¹ diːŋ¹ uʔ³ hiː³,na¹+Σ+kei¹+diːŋ¹+uʔ³+hiː³,n a ⁵ Σ k ei ⁵ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n a ⁵ + Σ + k ei ⁵ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim287,mu:³,2.pl.3.pl.fut.neg,na¹ mu³ lou³ diːŋ¹ hiː³,na¹ Σ lou³ diːŋ¹ hiː³,na¹+Σ+lou³+diːŋ¹+hiː³,n a ⁵ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,n a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim288,mu:³,2.pl.3.pl.fut.neg,na¹ mu³ lou³ diːŋ¹ uʔ³ hiː³,na¹ Σ lou³ diːŋ¹ uʔ³ hiː³,na¹+Σ+lou³+diːŋ¹+uʔ³+hiː³,n a ⁵ Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹ h ii ¹,n a ⁵ + Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim289,pai²,3.sg.fut.neg,pai² kei¹ in²teʔ¹,Σ kei¹ in²teʔ¹,Σ+kei¹+in²teʔ¹,Σ k ei ⁵ i n ³ t e ʔ ⁵,Σ + k ei ⁵ + i n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim290,pai²,3.sg.fut.neg,pai² lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
tedim291,pai²,3.sg.fut.neg,a² pai² kei¹ diːŋ¹ hiː³,a² Σ kei¹ diːŋ¹ hiː³,a²+Σ+kei¹+diːŋ¹+hiː³,a ³ Σ k ei ⁵ d ii ŋ ⁵ h ii ¹,a ³ + Σ + k ei ⁵ + d ii ŋ ⁵ + h ii ¹,formal,,,Zhou2025Tedim,nopage,tedim
tedim292,pai²,3.sg.fut.neg,a² pai² lou³ diːŋ¹ hiː³,a² Σ lou³ diːŋ¹ hiː³,a²+Σ+lou³+diːŋ¹+hiː³,a ³ Σ l ou ¹ d ii ŋ ⁵ h ii ¹,a ³ + Σ + l ou ¹ + d ii ŋ ⁵ + h ii ¹,formal,lou_neg,,Zhou2025Tedim,nopage,tedim
tedim293,pai²,3.pl.fut.neg,pai² kei¹ un²teʔ¹,Σ kei¹ un²teʔ¹,Σ+kei¹+un²teʔ¹,Σ k ei ⁵ u n ³ t e ʔ ⁵,Σ + k ei ⁵ + u n ³ t e ʔ ⁵,informal,,,Zhou2025Tedim,nopage,tedim
tedim294,pai²,3.pl.fut.neg,pai² lou³ diːŋ¹,Σ lou³ diːŋ¹,Σ+lou³+diːŋ¹,Σ l ou ¹ d ii ŋ ⁵,Σ + l ou ¹ + d ii ŋ ⁵,informal,unspec_par; lou_neg,optional_plural,Zhou2025Tedim,nopage,tedim
tedim295,pai²,3.pl.fut.neg,pai² lou³ diːŋ¹ uʔ³,Σ lou³ diːŋ¹ uʔ³,Σ+lou³+diːŋ¹+uʔ³,Σ l ou ¹ d ii ŋ ⁵ u ʔ ¹,Σ + l ou ¹ + d ii ŋ ⁵ + u ʔ ¹,informal,unspec_par; lou_neg,,Zhou2025Tedim,nopage,tedim
